date,product,price,quantity
2013-03-22 23:23:03,optima-rtc42,164.9,1
2013-03-25 11:04:55,optima-btdc42,199,2
2013-03-26 09:23:37,optima-yts55,249,1
2013-03-26 10:52:03,optima-yts55,249,1
2013-03-27 09:54:43,optima-rtc42,173.9,1
2013-03-27 12:34:03,optima-rtr42,172,1
2013-04-04 09:30:17,optima-yts55,249,1
2013-04-04 09:30:18,optima-yts55,249,1
2013-04-04 22:10:32,optima-rtc42,173.9,1
2013-04-05 17:25:23,optima-rtc42,173.9,1
2013-04-05 19:10:54,optima-yts55,249,1
2013-04-11 19:01:28,optima-btdc55,263.9,2
2013-04-17 12:41:46,optima-btdc42,209.9,1
2013-04-18 11:18:48,optima-yts55,249,1
2013-04-18 11:51:03,optima-rtc42,162.0,1
2013-04-18 12:00:52,optima-yts55,249,1
2013-04-22 11:22:33,optima-btdc50,227.9,1
2013-04-22 15:19:53,optima-btdc55,263.9,1
2013-04-23 10:15:28,optima-btdc50,227.90,1
2013-04-23 13:31:05,optima-rtr42,174.9,2
2013-04-24 12:28:54,optima-rtc42,173.9,1
2013-04-24 22:01:51,optima-yts42,199,1
2013-04-26 09:37:54,optima-btdc55,263.9,1
2013-04-27 14:46:30,optima-rtc42,173.9,1
2013-04-28 17:01:46,optima-btsli42,174.9,1
2013-04-28 18:41:00,optima-btdc55,263.9,1
2013-04-30 12:21:53,optima-rtu42,174.9,1
2013-05-04 10:36:17,optima-btdc55,260.5,2
2013-05-04 10:39:42,optima-btdc55,260.5,2
2013-05-05 09:06:25,optima-yts42,199,1
2013-05-05 16:55:19,optima-rtc42,173.9,1
2013-05-07 11:35:22,optima-rtr42,174.90,1
2013-05-08 20:05:53,optima-rtc42,173.9,1
2013-05-09 11:47:57,optima-btdc42,209.9,1
2013-05-09 15:25:07,optima-yts42,199,1
2013-05-10 10:30:21,optima-btdc50,227.9,1
2013-05-18 14:20:17,optima-btdc55,263.9,1
2013-05-18 17:24:13,optima-btdc55,263.90,1
2013-05-19 22:40:49,optima-yts2.7j,175,1
2013-05-20 10:41:42,optima-rtc42,173.9,1
2013-05-20 10:55:08,optima-rtc42,173.9,1
2013-05-22 20:20:29,optima-rtr42,174.9,1
2013-05-24 11:35:27,optima-yts55,249,2
2013-05-25 14:46:07,optima-rtu42,174.9,1
2013-05-27 11:19:03,optima-rtc42,173.9,1
2013-05-27 14:59:35,optima-rtc42,173.9,1
2013-05-28 11:00:58,optima-btdc42,209.9,1
2013-05-28 11:00:58,optima-btsli42,174.9,1
2013-05-29 17:37:02,optima-rtc42,173.9,1
2013-05-30 17:09:14,optima-rtc42,173.90,1
2013-06-03 12:37:08,optima-rtc42,173.9,1
2013-06-03 16:45:45,optima-btdc55,263.9,2
2013-06-03 17:41:01,optima-rts21,156.9,1
2013-06-04 18:37:41,optima-rts21,169.9,1
2013-06-06 16:37:44,optima-btdc55,260,2
2013-06-07 16:06:07,optima-btdc55,263.9,1
2013-06-08 13:47:10,optima-yts55,249,1
2013-06-10 17:21:11,optima-yts55,249,1
2013-06-10 22:14:09,optima-rtc42,179.9,1
2013-06-11 09:46:05,optima-btdc55,263.9,1
2013-06-11 12:06:47,optima-ytu42,209.9,1
2013-06-14 20:11:39,optima-rtc42,179.9,1
2013-06-16 17:08:16,optima-yts55,249,1
2013-06-17 11:19:03,optima-rtc42,179.9,1
2013-06-17 14:26:15,optima-rts21,165.00,2
2013-06-18 13:43:14,optima-yts42,205,1
2013-06-18 18:28:47,optima-yts55,249.00,1
2013-06-19 10:33:11,optima-yts55,249.00,1
2013-06-25 11:10:44,optima-yts55,249,1
2013-06-25 11:17:25,optima-rtc42,179.9,1
2013-06-25 11:28:34,optima-yts42,205,1
2013-06-25 12:28:20,optima-rtc42,100.00,1
2013-06-25 19:05:11,optima-rtc42,179.9,1
2013-06-25 22:55:49,optima-rtc42,179.9,1
2013-06-28 15:18:51,optima-rts42,184.9,1
2013-06-28 15:21:21,optima-rtc42,179.9,1
2013-06-30 17:01:50,optima-rtc42,179.9,1
2013-07-01 16:06:43,optima-yts55,249,1
2013-07-04 13:55:28,optima-rtc42,179.9,1
2013-07-05 12:51:43,optima-yts55,249,1
2013-07-06 08:29:15,optima-rtc42,179.9,1
2013-07-07 11:10:05,optima-rtc42,179.9,1
2013-07-08 13:03:35,optima-rtr42,189.9,1
2013-07-08 15:53:27,optima-yts55,249,1
2013-07-09 10:58:38,optima-rtc42,179.9,1
2013-07-09 11:03:58,optima-rtc42,179.9,1
2013-07-11 09:34:07,optima-yts55,249,1
2013-07-11 12:16:00,optima-rtc42,179.9,1
2013-07-16 09:04:06,optima-yts55,249,1
2013-07-16 16:11:05,optima-btsli42,189.9,1
2013-07-17 15:23:53,optima-rtc42,179.9,1
2013-07-19 12:38:14,optima-rts42,184.90,1
2013-07-20 16:36:57,optima-yts42,205,1
2013-07-20 16:36:58,optima-yts42,205,1
2013-07-20 20:35:22,optima-rtc42,179.9,1
2013-07-22 18:09:29,optima-ytu42,209.9,1
2013-07-22 18:09:29,optima-yts42,205,1
2013-07-24 17:31:21,optima-rtc42,179.9,1
2013-07-24 22:25:56,optima-rts21,169.9,1
2013-07-25 15:26:48,optima-btdc55,259,1
2013-07-26 16:32:19,optima-btdc55,259,1
2013-07-27 07:23:03,optima-yts42,205,1
2013-07-27 12:56:25,optima-rtc42,175.00,1
2013-07-31 15:30:41,optima-yts55,249,1
2013-07-31 23:48:45,optima-ytu42,209.9,1
2013-08-02 13:19:46,optima-rtc42,179.9,1
2013-08-03 18:54:20,optima-rtc42,179.9,1
2013-08-05 12:32:05,optima-rtc42,179.9,1
2013-08-05 12:35:50,optima-rtc42,179.9,1
2013-08-06 12:09:33,optima-btdc50,244.9,1
2013-08-06 12:35:59,optima-rtc42,179.90,1
2013-08-08 16:04:07,optima-yts55,249.00,1
2013-08-09 13:57:05,optima-rtf42,189.9,1
2013-08-09 13:57:36,optima-rtf42,189.9,1
2013-08-09 14:42:56,optima-rtf42,189.9,1
2013-08-09 14:48:13,optima-rtf42,189.9,1
2013-08-09 15:01:12,optima-rtf42,189.9,1
2013-08-09 15:03:27,optima-rtf42,189.9,1
2013-08-09 15:22:21,optima-rtf42,189.9,1
2013-08-10 13:32:19,optima-yts42,205,1
2013-08-11 20:52:17,optima-btsli42,189.9,2
2013-08-12 13:05:41,optima-yts42,205,2
2013-08-13 10:04:16,optima-rts42,184.9,1
2013-08-13 10:45:57,optima-rtc42,179.9,1
2013-08-13 10:48:37,optima-rtc42,179.9,1
2013-08-14 12:17:02,optima-rts42,184.9,1
2013-08-16 17:43:47,optima-btdc55,259,1
2013-08-19 10:47:06,optima-btdc50,244.9,1
2013-08-19 19:24:55,optima-rtc42,175.00,1
2013-08-19 22:06:11,optima-yts55,249,1
2013-08-21 08:47:44,optima-yts55,249,1
2013-08-22 13:03:40,optima-rtc42,179.9,2
2013-08-22 15:52:52,optima-rtc42,179.9,1
2013-08-23 11:50:32,optima-ytu42,209.9,1
2013-08-26 17:21:52,optima-btsli42,189.9,1
2013-08-27 10:57:43,optima-yts55,249,1
2013-08-27 13:29:35,optima-btdc50,244.90,1
2013-08-28 07:41:16,optima-yts55,249,1
2013-08-29 12:23:40,optima-rtc42,179.9,1
2013-08-29 16:52:14,optima-ytu42,209.9,1
2013-09-02 10:20:04,optima-rtc42,179.90,1
2013-09-03 15:43:20,optima-rts42,184.9,1
2013-09-04 01:00:00,optima-ytu42,195.00,1
2013-09-04 21:11:25,optima-rtc42,179.9,1
2013-09-05 13:50:00,optima-rtr42,182.9,1
2013-09-05 21:17:03,optima-yts55,198.35,1
2013-09-07 11:51:15,optima-rtc42,179.9,1
2013-09-09 11:45:00,optima-rts42,184.9,1
2013-09-09 11:52:00,optima-rts42,184.9,1
2013-09-09 11:52:02,optima-rts42,184.9,1
2013-09-09 11:52:05,optima-rtc42,184.9,1
2013-09-09 15:14:20,optima-yts42,205.00,1
2013-09-11 09:57:30,optima-yts55,249,1
2013-09-11 15:29:09,optima-rtr42,182.9,1
2013-09-13 21:01:59,optima-rtc42,179.9,1
2013-09-18 14:50:15,optima-rtc42,179.9,1
2013-09-18 21:04:14,optima-yts55,249,1
2013-09-19 09:41:01,optima-rtc42,179.9,1
2013-09-19 10:13:08,optima-rtc42,179.9,1
2013-09-19 13:54:54,optima-btsli42,189.9,1
2013-09-20 23:20:18,optima-yts55,249,1
2013-09-24 09:56:09,optima-rtr42,182.9,2
2013-09-24 10:48:44,optima-rtc42,179.9,1
2013-09-25 00:10:43,optima-rtc42,179.9,1
2013-09-27 20:32:02,optima-yts55,249,1
2013-09-30 09:58:13,optima-rtc42,179.9,1
2013-10-01 17:40:21,optima-btsli42,189.9,1
2013-10-02 10:36:20,optima-yts2.7j,185,1
2013-10-03 10:25:04,optima-rtc42,179.9,1
2013-10-03 10:26:32,optima-rtc42,179.9,1
2013-10-03 11:47:44,optima-rtc42,179.9,1
2013-10-07 10:35:59,optima-rtc42,179.9,1
2013-10-07 13:39:44,optima-yts55,249,1
2013-10-08 12:41:50,optima-rts37,182.9,1
2013-10-09 10:06:57,optima-yts55,249,1
2013-10-09 19:22:29,optima-yts55,249,1
2013-10-10 13:00:24,optima-rtc42,179.9,1
2013-10-13 09:08:36,optima-rtc42,179.9,1
2013-10-14 17:10:30,optima-yts2.7j,185,1
2013-10-14 22:56:36,optima-yts55,249,1
2013-10-15 16:27:16,optima-rtc42,179.9,1
2013-10-17 10:56:42,optima-btdc55,259,1
2013-10-17 10:56:42,optima-btdc42,229.9,1
2013-10-17 15:25:43,optima-yts55,249,1
2013-10-17 17:56:35,optima-rtc42,179.9,1
2013-10-17 19:32:37,optima-rtc42,179.9,1
2013-10-18 12:41:57,optima-yts55,249,1
2013-10-18 17:47:43,optima-rts42,184.9,1
2013-10-18 17:47:43,optima-rtr42,182.9,1
2013-10-19 15:24:23,optima-yts55,249,1
2013-10-21 12:05:24,optima-rtc42,163.9,1
2013-10-22 12:09:33,optima-yts55,241.0,1
2013-10-23 20:04:27,optima-rtc42,179.9,1
2013-10-24 16:22:21,optima-rts42,184.9,1
2013-10-24 16:47:43,optima-rtc42,153.9,1
2013-10-24 16:58:35,optima-btdc55,248.75,8
2013-10-25 10:00:00,optima-yts55,249,1
2013-10-25 10:01:36,optima-yts55,249,1
2013-10-26 00:49:28,optima-yts42,205,1
2013-10-26 08:47:15,optima-rtr42,182.9,1
2013-10-28 18:29:38,optima-rtc42,179.9,1
2013-10-28 19:43:44,optima-rtc42,179.00,1
2013-10-28 23:18:12,optima-yts42,205,1
2013-10-28 23:57:10,optima-yts55,249,2
2013-10-29 10:11:33,optima-yts55,249,1
2013-10-30 12:18:12,optima-rtc42,179.9,2
2013-10-31 18:33:57,optima-rtc42,179.9,1
2013-11-01 16:39:40,optima-yts55,249,1
2013-11-01 16:53:01,optima-rtc42,179.9,1
2013-11-01 21:10:25,optima-rtc42,179.9,1
2013-11-04 08:15:57,optima-rtc42,179.9,1
2013-11-06 10:44:09,optima-btdc55,259,1
2013-11-06 17:35:16,optima-rtc42,179.9,1
2013-11-07 11:14:19,optima-yts55,249.00,1
2013-11-08 10:57:43,optima-rts21,169.90,1
2013-11-09 15:19:33,optima-rtc42,179.9,1
2013-11-10 23:23:04,optima-rtc42,179.9,1
2013-11-11 10:28:38,optima-rtc42,159.9,1
2013-11-11 13:03:04,optima-yts55,249,1
2013-11-11 18:44:35,optima-rtc42,179.9,1
2013-11-12 09:46:35,optima-rtc42,179.9,1
2013-11-12 16:31:04,optima-btsli42,187.50,4
2013-11-12 23:18:51,optima-yts42,205,1
2013-11-13 09:50:45,optima-rtc42,179.9,1
2013-11-13 09:54:09,optima-rtc42,179.9,1
2013-11-13 10:28:12,optima-rtc42,179.9,1
2013-11-13 11:19:58,optima-rtc42,179.9,1
2013-11-13 16:58:45,optima-yts55,249,1
2013-11-13 17:20:46,optima-rtc42,178.00,1
2013-11-13 19:01:23,optima-yts42,205.00,1
2013-11-13 19:19:11,optima-rtc42,179.9,1
2013-11-14 09:27:45,optima-btdc55,253.80,5
2013-11-14 10:20:05,optima-ytu42,210.00,1
2013-11-14 11:38:17,optima-rtc42,179.9,1
2013-11-14 15:09:52,optima-yts55,249,2
2013-11-15 14:00:22,optima-yts42,205,1
2013-11-18 18:18:28,optima-yts55,196.60,1
2013-11-18 18:33:46,optima-yts55,249,1
2013-11-18 19:59:40,optima-rtc42,179.9,1
2013-11-19 17:58:15,optima-rtc42,185.9,1
2013-11-19 20:42:49,optima-rtr42,188.9,1
2013-11-20 16:19:35,optima-rtc42,185.90,1
2013-11-21 11:27:29,optima-rtc42,185.9,1
2013-11-24 18:11:08,optima-rtr42,188.9,1
2013-11-25 13:22:51,optima-rtc42,185.9,1
2013-11-25 16:42:09,optima-rtc42,185.9,1
2013-11-25 17:38:06,optima-rtc42,185.9,1
2013-11-25 18:51:54,optima-rtc42,185.9,1
2013-11-25 18:54:30,optima-rtr42,185.9,1
2013-11-26 12:21:15,optima-yts55,244.00,1
2013-11-26 12:42:57,optima-rtc42,185.9,1
2013-11-26 19:03:12,optima-rtc42,161.0,1
2013-11-27 07:44:08,optima-yts55,244.0,1
2013-11-27 18:10:16,optima-yts55,256.9,1
2013-11-27 23:12:52,optima-rtr42,188.9,1
2013-11-28 12:10:16,optima-rtu42,195.90,1
2013-11-28 12:12:40,optima-rtc42,160.00,1
2013-11-28 12:28:30,optima-rtc42,163.9,1
2013-11-28 15:31:49,optima-yts42,211.9,1
2013-11-28 19:51:54,optima-yts55,256.9,4
2013-11-29 10:37:59,optima-yts42,211.00,1
2013-11-29 18:15:13,optima-rtc42,185.9,1
2013-12-01 17:04:50,optima-yts55,256.9,1
2013-12-01 19:01:06,optima-yts55,244.0,1
2013-12-02 01:50:34,optima-rtc42,185.9,1
2013-12-02 08:30:22,optima-rtr42,188.9,1
2013-12-02 10:47:05,optima-rtc42,162.0,1
2013-12-02 13:55:28,optima-yts2.7j,190.9,1
2013-12-02 16:06:50,optima-rtc42,163.0,1
2013-12-02 18:23:53,optima-rtr42,188.9,1
2013-12-03 12:39:10,optima-rtr42,188.90,1
2013-12-03 12:42:55,optima-rtc42,163.00,1
2013-12-03 16:07:24,optima-rtf42,195.9,1
2013-12-04 08:15:01,optima-rtc42,163.0,1
2013-12-04 12:12:29,optima-rtc42,185.9,1
2013-12-04 21:47:30,optima-rtc42,163.0,1
2013-12-05 09:38:49,optima-rtc42,163.0,1
2013-12-05 10:23:28,optima-rtc42,163.0,1
2013-12-05 14:19:15,optima-btdc55,259,1
2013-12-05 15:49:40,optima-rts42,190.9,1
2013-12-06 20:00:16,optima-rtc42,163.0,1
2013-12-09 09:59:37,optima-rtc42,163.0,2
2013-12-09 12:27:46,optima-rtc42,163.0,1
2013-12-09 13:00:31,optima-rtc42,162.00,1
2013-12-09 16:38:45,optima-rtc42,185.9,1
2013-12-10 09:14:19,optima-rtu42,195.9,1
2013-12-10 11:30:59,optima-yts55,256.9,1
2013-12-10 12:02:49,optima-rtc42,185.9,1
2013-12-10 12:55:14,optima-yts42,212.50,2
2013-12-10 12:58:19,optima-yts55,256.90,1
2013-12-10 12:58:19,optima-rtc42,185.90,1
2013-12-10 12:59:29,optima-rtc42,163.00,1
2013-12-10 16:06:12,optima-rtc42,185.9,1
2013-12-10 19:49:31,optima-rtc42,185.9,1
2013-12-10 20:18:39,optima-rtc42,163.0,1
2013-12-10 20:41:43,optima-yts55,256.9,1
2013-12-11 11:05:23,optima-rtc42,185.90,1
2013-12-11 12:34:20,optima-yts55,256.9,1
2013-12-11 15:13:54,optima-rtc42,185.90,1
2013-12-11 17:46:05,optima-rtc42,185.9,1
2013-12-12 11:44:55,optima-yts55,244.0,1
2013-12-12 12:53:06,optima-rtc42,163.0,1
2013-12-13 09:59:59,optima-rtc42,185.9,1
2013-12-13 12:41:31,optima-rts21,174.9,2
2013-12-13 14:34:03,optima-rtc42,185.9,1
2013-12-13 15:49:33,optima-rtc42,163.0,1
2013-12-14 11:52:06,optima-rtr42,188.9,1
2013-12-14 12:36:17,optima-rtr42,188.9,1
2013-12-16 12:29:01,optima-rtc42,185.9,1
2013-12-16 14:36:55,optima-btdc55,259,1
2013-12-16 15:57:08,optima-rtc42,163.0,1
2013-12-16 22:34:12,optima-rtr42,188.9,1
2013-12-17 15:09:14,optima-rtc42,185.9,1
2013-12-17 18:37:52,optima-yts55,256.9,1
2013-12-18 10:23:59,optima-ytu42,216.9,1
2013-12-18 13:59:40,optima-rtc42,185.9,1
2013-12-18 18:44:11,optima-ytu42,216.9,1
2013-12-19 16:48:44,optima-rtc42,163.0,1
2013-12-19 16:50:07,optima-btdc50,252.9,1
2013-12-20 12:04:44,optima-rtc42,163.0,1
2013-12-20 16:08:54,optima-rtc42,185.9,1
2013-12-22 11:38:31,optima-rtc42,185.9,1
2013-12-23 11:31:29,optima-rtc42,162.0,1
2013-12-26 11:43:43,optima-rtc42,185.9,1
2013-12-27 14:02:12,optima-rts42,190.9,1
2013-12-27 14:02:12,optima-rtr42,188.9,1
2013-12-27 21:06:10,optima-rtr42,188.9,1
2013-12-28 08:27:43,optima-yts55,244.0,1
2013-12-29 16:44:05,optima-rtr42,188.90,1
2013-12-29 16:47:51,optima-yts55,256.90,1
2013-12-29 21:36:22,optima-rtc42,185.9,1
2013-12-30 14:36:20,optima-rtc42,185.90,1
2013-12-30 17:33:59,optima-rtc42,163.0,2
2013-12-31 10:46:37,optima-rtc42,185.9,1
2013-12-31 13:07:12,optima-rtc42,185.9,1
2014-01-02 09:23:05,optima-rtc42,163.0,1
2014-01-02 13:15:20,optima-rtc42,185.9,1
2014-01-02 18:20:49,optima-rtc42,178.0,1
2014-01-03 15:38:20,optima-rtc42,178.0,1
2014-01-05 19:25:27,optima-yts55,244.0,1
2014-01-06 15:01:59,optima-rtc42,162.0,1
2014-01-06 22:28:56,optima-btdc55,259,1
2014-01-07 00:27:54,optima-btdc55,259,1
2014-01-09 20:29:37,optima-rtc42,162.5,1
2014-01-10 15:14:19,optima-rtc42,163.0,1
2014-01-10 16:00:29,optima-yts42,211.90,1
2014-01-11 10:13:36,optima-rtc42,185.9,1
2014-01-12 11:57:26,optima-rtc42,185.9,1
2014-01-12 20:46:12,optima-yts55,244.0,1
2014-01-14 12:42:06,optima-rtr42,188.9,1
2014-01-14 14:06:36,optima-btdc55,259.00,1
2014-01-15 18:17:06,optima-rtr37,188.90,1
2014-01-15 20:37:00,optima-yts55,256.9,1
2014-01-16 15:16:48,optima-rtc42,185.90,1
2014-01-17 22:34:29,optima-rtc42,185.9,1
2014-01-18 13:26:54,optima-rts21,174.9,1
2014-01-20 13:03:19,optima-rtc42,185.9,1
2014-01-20 17:54:36,optima-rts21,174.9,1
2014-01-21 10:33:22,optima-yts42,211.9,1
2014-01-21 17:45:28,optima-yts55,244.0,1
2014-01-21 20:03:14,optima-rtc42,185.9,1
2014-01-22 09:35:40,optima-yts55,256.9,1
2014-01-22 23:01:37,optima-rtc42,185.9,1
2014-01-23 10:19:24,optima-btdc42,236.9,1
2014-01-23 10:35:59,optima-rtc42,185.9,1
2014-01-24 08:13:46,optima-rtc42,178.0,1
2014-01-24 22:14:58,optima-yts55,256.9,1
2014-01-25 12:40:47,optima-rtc42,185.9,1
2014-01-27 12:35:16,optima-rtc42,185.9,1
2014-01-27 17:24:36,optima-rts42,190.9,1
2014-01-27 20:06:50,optima-rtc42,185.9,1
2014-01-28 10:43:54,optima-rtc42,185.9,1
2014-01-28 12:06:32,optima-rtc42,185.9,1
2014-01-28 13:46:37,optima-rts42,180.00,1
2014-01-28 17:33:55,optima-rtc42,185.90,1
2014-01-28 19:22:51,optima-btdc50,190.00,1
2014-01-29 01:00:50,optima-yts55,244.0,1
2014-01-29 10:58:48,optima-rtc42,185.9,1
2014-01-30 09:12:35,optima-yts55,256.90,1
2014-01-30 09:36:27,optima-rts21,174.9,1
2014-01-31 12:15:11,optima-rtc42,178.0,1
2014-01-31 13:03:24,optima-rts42,190.9,1
2014-01-31 17:53:27,optima-rtc42,185.9,1
2014-02-01 10:04:53,optima-rtc42,185.9,1
2014-02-02 22:32:07,optima-rtr37,188.9,1
2014-02-04 19:30:33,optima-rtc42,185.9,1
2014-02-05 12:49:36,optima-rtc42,172.0,1
2014-02-05 12:50:11,optima-rtc42,185.9,1
2014-02-05 16:54:38,optima-yts55,256.9,1
2014-02-05 19:15:04,optima-rtr42,188.9,1
2014-02-06 09:49:47,optima-rtr42,188.9,1
2014-02-06 11:51:45,optima-rtu42,195.00,1
2014-02-06 15:14:00,optima-rtc42,185.9,1
2014-02-07 15:13:00,optima-rtc42,185.9,1
2014-02-08 23:14:46,optima-rtc42,185.9,1
2014-02-10 12:20:09,optima-rtr37,188.9,1
2014-02-11 11:44:39,optima-rtc42,185.9,1
2014-02-11 13:31:38,optima-rtc42,185.9,1
2014-02-11 17:23:16,optima-rtc42,185.9,1
2014-02-11 17:29:47,optima-ytu42,216.90,2
2014-02-12 17:40:52,optima-rtc42,185.9,1
2014-02-13 00:44:55,optima-rtc42,169.0,1
2014-02-13 15:28:50,optima-ytu42,216.9,1
2014-02-15 10:34:00,optima-rtr42,188.9,1
2014-02-15 22:29:50,optima-rtc42,179.0,1
2014-02-16 11:52:23,optima-yts55,256.9,1
2014-02-16 11:56:20,optima-yts55,256.9,1
2014-02-17 08:02:15,optima-yts55,256.9,1
2014-02-17 10:54:43,optima-yts55,256.9,1
2014-02-18 12:20:40,optima-rtr42,188.9,1
2014-02-18 12:38:35,optima-yts2.7,190.9,1
2014-02-19 11:18:12,optima-rtc42,185.9,1
2014-02-19 11:20:00,optima-yts55,256.9,1
2014-02-20 09:30:51,optima-yts55,256.9,1
2014-02-20 14:24:39,optima-btdc55,259,2
2014-02-21 11:36:53,optima-rtc42,175.0,1
2014-02-21 17:42:40,optima-rtc42,185.9,1
2014-02-24 09:24:24,optima-rtc42,185.9,1
2014-02-24 10:20:48,optima-rtc42,185.9,1
2014-02-24 13:05:31,optima-rtc42,185.9,1
2014-02-25 10:10:37,optima-rtc42,185.9,1
2014-02-25 20:09:34,optima-rtc42,185.9,1
2014-02-26 08:58:56,optima-yts55,256.9,2
2014-02-26 10:19:26,optima-rtr42,188.9,1
2014-02-26 10:41:32,optima-rts21,174.9,1
2014-02-26 20:28:27,optima-rtc42,185.9,1
2014-02-27 09:57:26,optima-ytr50,188.52,1
2014-02-27 11:49:40,optima-yts2.7,190.9,1
2014-02-27 14:24:59,optima-rtc42,185.9,1
2014-02-27 16:33:00,optima-rtc42,185.0,1
2014-02-27 16:41:06,optima-rtc42,185.9,1
2014-02-27 17:36:36,optima-rtc42,185.9,1
2014-02-28 13:03:09,optima-rtr42,188.9,1
2014-03-01 17:23:48,optima-btdc55,259,1
2014-03-03 11:22:33,optima-yts55,255.00,2
2014-03-03 14:43:52,optima-rtc42,185.9,1
2014-03-04 00:01:18,optima-rtc42,185.9,1
2014-03-05 08:58:55,optima-rtr37,188.9,2
2014-03-05 08:58:55,optima-rts21,174.9,1
2014-03-05 20:09:26,optima-yts55,256.9,1
2014-03-05 20:42:18,optima-yts55,256.9,1
2014-03-05 22:54:47,optima-yts42,211.9,1
2014-03-06 10:19:19,optima-btsli42,195.9,1
2014-03-06 11:52:10,optima-rtc42,185.9,1
2014-03-07 09:07:02,optima-rtc42,178.0,1
2014-03-07 18:09:15,optima-rtc42,185.9,1
2014-03-08 10:12:09,optima-rtc42,185.9,1
2014-03-08 12:55:57,optima-btdc55,259,1
2014-03-10 09:08:37,optima-rtc42,185.9,1
2014-03-11 14:10:26,optima-rtc42,179.0,1
2014-03-11 18:08:09,optima-rtc42,185.9,1
2014-03-11 19:10:17,optima-rts42,190.9,1
2014-03-11 19:25:10,optima-rtc42,185.0,1
2014-03-12 23:56:40,optima-rts21,174.9,1
2014-03-13 23:03:47,optima-rtc42,185.9,1
2014-03-14 19:07:38,optima-rtc42,185.9,1
2014-03-15 17:23:00,optima-rtc42,185.9,1
2014-03-15 19:11:44,optima-btsli42,195.9,2
2014-03-16 12:42:06,optima-btdc55,259,1
2014-03-16 20:40:48,optima-rts21,174.9,1
2014-03-17 19:51:17,optima-rtr42,188.9,1
